Date	Location	MinTemp	MaxTemp	WindDir9am	RainToday	RainTomorrow
7/26/2020	Telangana	7.5	13.8	NA	No	Yes
7/27/2020	Telangana	7.2	18.8	NW	Yes	No
7/28/2020	Telangana	6.8	18	NW	No	No
7/29/2020	Telangana	5	23.9	NW	No	No
7/30/2020	Telangana	23.5	18.5	NA	No	No
7/31/2020	Telangana	8.4	18.8	NW	No	No
08-01-2020	Telangana	5.8	18	NW	No	No
08-02-2020	Telangana	4.2	18.4	N	No	No
08-03-2020	Telangana	7	20.2	W	No	No
08-04-2020	Telangana	6.6	18.8	W	No	No
08-05-2020	Telangana	4.4	18.9	NA	No	No
08-06-2020	Telangana	4.4	19.8	N	No	No
08-07-2020	Telangana	5.6	23.2	NA	No	No
08-08-2020	Telangana	6.8	16.8	SW	No	No
08-09-2020	Telangana	3.8	17.9	W	No	No
08-10-2020	Telangana	3.8	21.5	NA	No	No
08-11-2020	Telangana	9.6	18.2	NA	No	No
08-12-2020	Telangana	7.5	21.5	NW	No	No
8/13/2020	Telangana	6.8	21.5	NW	No	No
8/14/2020	Telangana	7	20.4	NA	No	No
8/15/2020	Telangana	5.8	21.8	NW	No	No
8/16/2020	Telangana	6.4	24.8	W	No	No
8/17/2020	Telangana	12.6	23	SE	No	No
8/18/2020	Telangana	8	19	NW	No	No
8/19/2020	Telangana	4.5	20	NA	No	No
8/20/2020	Telangana	6.8	22.5	NW	No	No
8/21/2020	Telangana	7.6	24	N	No	No
8/22/2020	Telangana	14.2	20.5	NA	No	No
8/23/2020	Telangana	11.6	26.8	NA	No	No
8/24/2020	Telangana	13.8	28.6	NA	No	No
8/25/2020	Telangana	15.2	21.2	NW	No	No
8/26/2020	Telangana	13	22.6	NW	No	No
8/27/2020	Telangana	8.8	24.5	NW	No	No
8/28/2020	Telangana	8.4	26	NW	No	No
8/29/2020	Telangana	12.6	26.7	NA	No	No
8/30/2020	Telangana	14	21.7	SW	No	No
8/31/2020	Telangana	7.4	20.4	NW	No	No
09-01-2020	Telangana	11.2	22.2	NW	No	No
09-02-2020	Telangana	7.2	20.2	NA	No	No
09-03-2020	Telangana	9.7	23.2	NA	No	Yes
09-04-2020	Telangana	13.6	23.8	N	Yes	Yes
09-05-2020	Telangana	11.5	19.8	NA	Yes	No
09-06-2020	Telangana	7.3	23.9	NA	No	No
09-07-2020	Telangana	23.5	20.5	NA	No	No
09-08-2020	Telangana	8.4	20.5	NW	No	No
09-09-2020	Telangana	9.7	20.5	NW	No	No
09-10-2020	Telangana	7.2	22.2	W	No	No
09-11-2020	Telangana	6.5	23	NW	No	No
09-12-2020	Telangana	7.5	29.4	NW	No	No
9/13/2020	Telangana	10	23.9	NA	No	No
9/14/2020	Telangana	23.5	23.9	NA	No	No
9/15/2020	Telangana	23.5	23.9	NA	No	No
9/16/2020	Telangana	23.5	23.9	NA	No	No
9/17/2020	Telangana	23.5	31.8	NA	No	No
9/18/2020	Telangana	17.2	25.2	SW	No	No
9/19/2020	Telangana	13.4	23.9	NA	No	No
9/20/2020	Telangana	23.5	28	NA	No	No
9/21/2020	Telangana	14	23.5	SE	No	No
9/22/2020	Telangana	14.4	30.2	NW	No	No
9/23/2020	Telangana	16.4	19.5	NW	No	No
9/24/2020	Telangana	12.6	25	W	No	No
9/25/2020	Telangana	9.3	27	NW	No	No
9/26/2020	Telangana	11.8	22.2	NW	No	No
9/27/2020	Telangana	9.2	19.4	NW	No	No
9/28/2020	Telangana	8.2	22.3	NW	No	No
9/29/2020	Telangana	6.8	23.9	W	No	No
9/30/2020	Telangana	23.5	27.2	NA	No	No
10-01-2020	Telangana	8	33.5	N	No	No
10-02-2020	Telangana	13.8	22.3	SE	No	Yes
10-03-2020	Telangana	15.2	17.5	SE	Yes	Yes
10-04-2020	Telangana	14	20	SE	Yes	Yes
10-05-2020	Telangana	12.5	19	NA	Yes	Yes
10-06-2020	Telangana	8.5	23.9	NA	Yes	No
10-07-2020	Telangana	23.5	20.4	NA	No	No
10-08-2020	Telangana	9.8	18.5	SE	No	No
10-09-2020	Telangana	10.5	17.2	SE	No	Yes
10-10-2020	Telangana	10.3	21	SW	Yes	No
10-11-2020	Telangana	9.8	23.9	NW	No	Yes
10-12-2020	Telangana	23.5	24	NA	Yes	Yes
10/13/2020	Telangana	12.7	26	NW	Yes	No
10/14/2020	Telangana	14.5	24.4	NW	No	Yes
10/15/2020	Telangana	13.4	25	NW	Yes	No
10/16/2020	Telangana	12	23.5	NW	No	No
10/17/2020	Telangana	7.5	21.2	NA	No	No
10/18/2020	Telangana	13.2	20.7	SE	No	No
10/19/2020	Telangana	8.9	23.7	NW	No	No
10/20/2020	Telangana	12.4	27	NA	No	No
10/21/2020	Telangana	13	34.8	NW	No	No
10/22/2020	Telangana	17.8	23.5	SE	No	No
10/23/2020	Telangana	15.1	31	NA	No	No
10/24/2020	Telangana	18.4	24.2	SE	No	No
10/25/2020	Telangana	15	22.5	NE	No	Yes
10/26/2020	Telangana	14.8	18.8	SE	Yes	Yes
10/27/2020	Telangana	14.8	20	SE	Yes	No
10/28/2020	Telangana	15.2	25.2	NA	No	No
10/29/2020	Telangana	18	25	SE	No	No
10/30/2020	Telangana	15	26	NA	No	No
10/31/2020	Telangana	18.6	25.4	NE	No	No
11-01-2020	Telangana	15	27	N	No	No
11-02-2020	Telangana	14.4	26.8	NA	No	No
11-03-2020	Telangana	16.5	38	NE	No	No
11-04-2020	Telangana	19.2	22.2	SE	No	No
11-05-2020	Telangana	18.4	22.2	SE	No	Yes
11-06-2020	Telangana	18.4	22	SE	Yes	Yes
11-07-2020	Telangana	17.5	23.5	SE	Yes	Yes
11-08-2020	Telangana	17.8	22.8	NA	Yes	Yes
11-09-2020	Telangana	16.8	25.5	NA	Yes	No
11-10-2020	Telangana	13	26.8	NA	No	No
11-11-2020	Telangana	13.8	26	NA	No	No
11-12-2020	Telangana	14	31.2	NW	No	Yes
11/13/2020	Telangana	18.2	23.8	SE	Yes	No
11/14/2020	Telangana	12	27	N	No	No
11/15/2020	Telangana	16	27.5	NA	No	No
11/16/2020	Telangana	20.2	34.5	NA	No	Yes
11/17/2020	Telangana	19.8	22.6	SE	Yes	No
11/18/2020	Telangana	15.8	26.5	SE	No	No
11/19/2020	Telangana	16.8	33	NW	No	No
11/20/2020	Telangana	19.8	42	NW	No	Yes
11/21/2020	Telangana	22.4	31.7	SW	Yes	No
11/22/2020	Telangana	18.8	41.7	NW	No	No
11/23/2020	Telangana	20.4	23.8	SE	No	Yes
11/24/2020	Telangana	17.2	23.5	NA	Yes	Yes
11/25/2020	Telangana	18.2	28.8	NA	Yes	No
11/26/2020	Telangana	18.3	31	NA	No	Yes
11/27/2020	Telangana	21.4	35	NW	Yes	No
11/28/2020	Telangana	18.5	39.5	NA	No	No
11/29/2020	Telangana	21	33.4	NW	No	No
11/30/2020	Telangana	17.2	24.2	SW	No	Yes
12-01-2020	Telangana	14.2	20.8	S	Yes	No
12-02-2020	Telangana	13.2	21.9	NA	No	No
12-03-2020	Telangana	10.2	25	NW	No	No
12-04-2020	Telangana	13.8	28.5	NA	No	No
12-05-2020	Telangana	18.2	25.2	SW	No	No
12-06-2020	Telangana	17.9	27	NA	No	No
12-07-2020	Telangana	19.5	36.4	NW	No	No
12-08-2020	Telangana	21.5	23.9	NA	No	No
12-09-2020	Telangana	23.5	29.7	NA	No	No
12-10-2020	Telangana	20.2	29.7	NA	No	No
12-11-2020	Telangana	21.2	28.8	NA	No	No
12-12-2020	Telangana	17.8	29	NE	No	No
12/13/2020	Telangana	17.4	27.2	NW	No	No
12/14/2020	Telangana	21	25.2	SE	No	No
12/15/2020	Telangana	19.6	26.2	SE	No	No
12/16/2020	Telangana	20.3	32.5	NW	No	No
12/17/2020	Telangana	20.3	40.3	NW	No	No
12/18/2020	Telangana	21.7	23	NA	No	No
12/19/2020	Telangana	16.2	29.4	NA	No	No
12/20/2020	Telangana	20	25.8	SE	No	No
12/21/2020	Telangana	18.5	29.2	N	No	Yes
12/22/2020	Telangana	18.5	33.5	NW	Yes	No
12/23/2020	Telangana	17.4	30.5	NA	No	No
12/24/2020	Telangana	19.7	33.5	NA	No	No
12/25/2020	Telangana	22.2	28	SE	No	Yes
12/26/2020	Telangana	18.8	21.8	SE	Yes	Yes
12/27/2020	Telangana	18.2	22.8	NA	Yes	Yes
12/28/2020	Telangana	19.6	24.6	NA	Yes	Yes
12/29/2020	Telangana	19.8	25	SE	Yes	Yes
12/30/2020	Telangana	19.4	25	SE	Yes	No
12/31/2020	Telangana	20.4	26.5	NA	No	No
01-01-2021	Telangana	21.4	30	NA	No	Yes
01-02-2021	Telangana	22	25.8	NW	Yes	Yes
01-03-2021	Telangana	19.6	22.2	SE	Yes	Yes
01-04-2021	Telangana	18.4	25.2	SE	Yes	No
01-05-2021	Telangana	16.2	30.2	N	No	No
01-06-2021	Telangana	19.6	29.5	NA	No	No
01-07-2021	Telangana	20.5	23.9	SW	No	No
01-08-2021	Telangana	23.5	27.6	NA	No	No
01-09-2021	Telangana	18.8	35.2	N	No	No
01-10-2021	Telangana	20	34.2	NA	No	No
01-11-2021	Telangana	21.3	26.2	SE	No	No
01-12-2021	Telangana	21.4	35.2	NW	No	No
1/13/2021	Telangana	23.4	30.2	SW	No	Yes
1/14/2021	Telangana	20	25.5	S	Yes	No
1/15/2021	Telangana	20.6	26	SE	No	No
1/16/2021	Telangana	18.6	28.2	NA	No	No
1/17/2021	Telangana	19	35.2	NW	No	Yes
1/18/2021	Telangana	17.5	28.5	NW	Yes	No
1/19/2021	Telangana	14	26.6	SE	No	No
1/20/2021	Telangana	13.5	33.2	W	No	No
1/21/2021	Telangana	17.5	32.4	NA	No	No
1/22/2021	Telangana	21.6	39	SE	No	No
1/23/2021	Telangana	23	42	NW	No	No
1/24/2021	Telangana	20.5	25.5	SE	No	No
1/25/2021	Telangana	22.2	29.4	SE	No	Yes
1/26/2021	Telangana	22.4	32	NA	Yes	Yes
1/27/2021	Telangana	23.2	27.2	SE	Yes	No
1/28/2021	Telangana	22.2	28	NA	No	Yes
1/29/2021	Telangana	19.4	30.2	NA	Yes	Yes
1/30/2021	Telangana	19.6	26.7	NA	Yes	Yes
1/31/2021	Telangana	21.6	28.5	SE	Yes	No
02-01-2021	Telangana	21.2	28.8	NA	No	No
02-02-2021	Telangana	21.5	27.2	SE	No	Yes
02-03-2021	Telangana	22.2	29.5	NE	Yes	Yes
02-04-2021	Telangana	22.2	29	SE	Yes	Yes
02-05-2021	Telangana	22.4	29.8	NA	Yes	No
02-06-2021	Telangana	22.2	28.5	SSE	No	No
02-07-2021	Telangana	22.4	27.2	NA	No	Yes
02-08-2021	Telangana	21.7	29.8	NE	Yes	No
02-09-2021	Telangana	21	23.9	NA	No	No
02-10-2021	Telangana	NA	23.9	NA	No	No
02-11-2021	Telangana	NA	31.7	NA	No	No
02-12-2021	Telangana	19.4	37.7	NE	No	No
2/13/2021	Telangana	22.8	31.9	SE	No	No
2/14/2021	Telangana	22.4	31.6	NA	No	Yes
2/15/2021	Telangana	NA	31.7	NA	Yes	No
2/16/2021	Telangana	18.3	27.2	W	No	No
2/17/2021	Telangana	19.2	26.2	WSW	No	No
2/18/2021	Telangana	20.4	26	SE	No	No
2/19/2021	Telangana	20.7	26	SE	No	No
2/20/2021	Telangana	17.5	30.8	NA	No	No
2/21/2021	Telangana	17.8	35	NA	No	No
2/22/2021	Telangana	19.3	37.2	NW	No	No
2/23/2021	Telangana	21.4	33.7	SW	No	No
2/24/2021	Telangana	20.8	25.2	SE	No	No
2/25/2021	Telangana	19.4	26.5	SE	No	No
2/26/2021	Telangana	17.2	27.9	NA	No	No
2/27/2021	Telangana	18.2	31.8	NE	No	No
2/28/2021	Telangana	NA	30.8	NA	No	Yes
03-01-2021	Telangana	NA	21.4	SE	Yes	Yes
03-02-2021	Telangana	NA	23	SE	Yes	Yes
03-03-2021	Telangana	17.2	24.8	SE	Yes	No
03-04-2021	Telangana	19	28.2	NA	No	No
03-05-2021	Telangana	20	28.5	NE	No	Yes
03-06-2021	Telangana	20.8	28.8	NE	Yes	No
03-07-2021	Telangana	21	29.4	NE	No	No
03-08-2021	Telangana	21.1	33.2	NE	No	No
03-09-2021	Telangana	18	31.2	NE	No	No
03-10-2021	Telangana	16	24.8	SW	No	Yes
03-11-2021	Telangana	18	24	SW	Yes	No
03-12-2021	Telangana	19.9	24.7	SE	No	Yes
3/13/2021	Telangana	17	23.2	S	Yes	Yes
3/14/2021	Telangana	16.7	25.2	NA	Yes	No
3/15/2021	Telangana	17.7	25	NA	No	No
3/16/2021	Telangana	15	26.2	NA	No	No
3/17/2021	Telangana	13.8	26.8	NA	No	No
3/18/2021	Telangana	14.4	27.8	NA	No	No
3/19/2021	Telangana	15	30.5	N	No	No
3/20/2021	Telangana	17.2	31.5	NW	No	No
3/21/2021	Telangana	16.4	34.5	N	No	No
3/22/2021	Telangana	20.2	26.2	NA	No	No
3/23/2021	Telangana	19	28.4	NE	No	No
3/24/2021	Telangana	17.4	27.8	NA	No	No
3/25/2021	Telangana	19.8	27	NA	No	No
3/26/2021	Telangana	16.3	34.3	NA	No	No
3/27/2021	Telangana	19	29.5	NA	No	No
3/28/2021	Telangana	17.8	31	NA	No	No
3/29/2021	Telangana	19.2	31.1	NW	No	Yes
3/30/2021	Telangana	19.7	22	SW	Yes	Yes
3/31/2021	Telangana	18.4	23.2	SE	Yes	No
04-01-2021	Telangana	14.8	24.5	NA	No	No
04-02-2021	Telangana	15.9	23.3	NA	No	No
04-03-2021	Telangana	13.3	24.3	SW	No	No
04-04-2021	Telangana	15.8	23	SW	No	No
04-05-2021	Telangana	15.8	23.2	NA	No	No
04-06-2021	Telangana	14.4	25	NA	No	Yes
04-07-2021	Telangana	17.6	23.5	NA	Yes	Yes
04-08-2021	Telangana	18.4	29.7	N	Yes	No
04-09-2021	Telangana	16.5	24.9	W	No	No
04-10-2021	Telangana	13.5	28.6	N	No	No
04-11-2021	Telangana	15.8	28.4	NE	No	No
04-12-2021	Telangana	14.2	25.5	NW	No	No
4/13/2021	Telangana	8.3	22.5	NW	No	No
4/14/2021	Telangana	9.5	25.2	NE	No	No
4/15/2021	Telangana	11	25.2	NA	No	No
4/16/2021	Telangana	15.2	23	SE	No	No
4/17/2021	Telangana	13	25	NA	No	No
4/18/2021	Telangana	13.8	25.5	NA	No	No
4/19/2021	Telangana	16.5	26.5	NA	No	No
4/20/2021	Telangana	15.6	26.3	NA	No	No
4/21/2021	Telangana	15.2	23.9	N	No	No
4/22/2021	Telangana	NA	29	NA	No	No
4/23/2021	Telangana	13.2	30.5	NA	No	No
4/24/2021	Telangana	15	28.2	NA	No	Yes
4/25/2021	Telangana	17.5	20	NA	Yes	Yes
4/26/2021	Telangana	12.5	21.6	SW	Yes	No
4/27/2021	Telangana	9.2	22.2	NA	No	No
4/28/2021	Telangana	10.6	24.4	NW	No	No
4/29/2021	Telangana	13.3	25	SW	No	No
4/30/2021	Telangana	9.5	22.8	NW	No	Yes
05-01-2021	Telangana	16	22.2	NA	Yes	No
05-02-2021	Telangana	12.8	26.5	NW	No	No
05-03-2021	Telangana	13	25.2	NA	No	No
05-04-2021	Telangana	14.3	23.9	NA	No	No
05-05-2021	Telangana	NA	23.9	NA	No	No
05-06-2021	Telangana	NA	23.9	NA	No	No
05-07-2021	Telangana	NA	23.9	NA	No	No
05-08-2021	Telangana	NA	23.9	NA	No	No
05-09-2021	Telangana	NA	NA	NA	No	No
05-10-2021	Telangana	NA	25.5	NA	No	No
05-11-2021	Telangana	9.7	26.5	NW	No	No
05-12-2021	Telangana	8	19.8	SW	No	No
5/13/2021	Telangana	6.2	21.2	NW	No	No
5/14/2021	Telangana	8.8	20.7	SW	No	No
5/15/2021	Telangana	7.5	21.7	NA	No	No
5/16/2021	Telangana	9.4	21	NA	No	Yes
5/17/2021	Telangana	11.5	17.8	NA	Yes	Yes
5/18/2021	Telangana	12.4	17.7	NW	Yes	Yes
5/19/2021	Telangana	12.4	20	S	Yes	Yes
5/20/2021	Telangana	9.7	20.5	NA	Yes	No
5/21/2021	Telangana	11	20.7	NW	No	Yes
5/22/2021	Telangana	NA	17	NA	Yes	Yes
5/23/2021	Telangana	12	18.7	SW	Yes	No
5/24/2021	Telangana	9.6	20.5	NA	No	Yes
5/25/2021	Telangana	12.4	18	NA	Yes	Yes
5/26/2021	Telangana	13.3	18.8	NA	Yes	Yes
5/27/2021	Telangana	14.8	20.2	SE	Yes	No
5/28/2021	Telangana	12.2	20.8	NA	No	Yes
5/29/2021	Telangana	13.2	17.4	NA	Yes	Yes
5/30/2021	Telangana	12.8	18	NW	Yes	No
5/31/2021	Telangana	13	19.5	SW	No	Yes
06-01-2021	Telangana	13.6	18.5	SW	Yes	Yes
06-02-2021	Telangana	6.7	20	NA	Yes	Yes
06-03-2021	Telangana	14	20.5	S	Yes	Yes
06-04-2021	Telangana	16	19	NA	Yes	Yes
06-05-2021	Telangana	14.6	20	SE	Yes	No
06-06-2021	Telangana	9.4	17.8	NW	No	Yes
06-07-2021	Telangana	12	17.8	SW	Yes	No
06-08-2021	Telangana	NA	18.4	NA	No	No
06-09-2021	Telangana	NA	17.8	NW	No	No
06-10-2021	Telangana	NA	17.2	NW	No	No
06-11-2021	Telangana	10.9	16.2	NW	No	No
06-12-2021	Telangana	10.9	16.7	NW	No	No
6/13/2021	Telangana	10.9	17.5	NA	No	No
6/14/2021	Telangana	10.9	18	NW	No	No
6/15/2021	Telangana	10.9	19.6	NA	No	No
6/16/2021	Telangana	10.9	18.5	NA	No	No
6/17/2021	Telangana	10.9	15	NW	No	No
6/18/2021	Telangana	10.9	18.2	NA	No	No
6/19/2021	Telangana	10.9	18.2	NW	No	No
6/20/2021	Telangana	10.9	19.5	NA	No	No
6/21/2021	Telangana	10.9	16.8	NA	No	Yes
6/22/2021	Telangana	10.9	16.8	NA	Yes	Yes
6/23/2021	Telangana	10.9	19.6	NA	Yes	No
6/24/2021	Telangana	10.9	19.2	NA	No	No
6/25/2021	Telangana	10.9	18.8	NE	No	No
6/26/2021	Telangana	11.6	19.2	NE	No	No
6/27/2021	Telangana	5.2	16.2	WNW	No	No
6/28/2021	Telangana	3.5	16.9	NW	No	No
6/29/2021	Telangana	4.2	14.9	NW	No	No
6/30/2021	Telangana	3.9	14.5	NW	No	No
07-01-2021	Telangana	4.6	17.2	NW	No	No
07-02-2021	Telangana	6.7	13.7	NA	No	No
07-03-2021	Telangana	7	16.3	NW	No	No
07-04-2021	Telangana	5.8	17.2	NA	No	Yes
07-05-2021	Telangana	8.8	16	NE	Yes	Yes
07-06-2021	Telangana	9.5	17.7	NA	Yes	No
07-07-2021	Telangana	11.5	16.2	SE	No	Yes
07-08-2021	Telangana	10.4	17.2	SW	Yes	Yes
07-09-2021	Telangana	10.6	16.3	SW	Yes	Yes
07-10-2021	Telangana	7.6	18.4	NA	Yes	No
07-11-2021	Telangana	9	17.2	NA	No	No
07-12-2021	Telangana	12.4	17.5	NA	No	No
7/13/2021	Telangana	12.5	18.5	NA	No	Yes
7/14/2021	Telangana	13	17.8	NW	Yes	No
7/15/2021	Telangana	11.2	17.7	SW	No	No
7/16/2021	Telangana	4	16.4	NA	No	No
7/17/2021	Telangana	5.5	17.3	NA	No	No
7/18/2021	Telangana	4.4	20	NE	No	No
7/19/2021	Telangana	6.3	17.8	NW	No	No
7/20/2021	Telangana	8.8	17.5	NW	No	Yes
7/21/2021	Telangana	8.5	15.7	SW	Yes	No
7/22/2021	Telangana	4.5	16.2	NW	No	Yes
7/23/2021	Telangana	7.8	18.1	NW	Yes	No
7/24/2021	Telangana	9.4	18.2	NA	No	No
7/25/2021	Telangana	9	17.3	NA	No	No
7/26/2021	Telangana	9.5	17.2	SE	No	Yes
7/27/2021	Telangana	9.2	16.2	NA	Yes	Yes
7/28/2021	Telangana	12.2	16	NA	Yes	Yes
7/29/2021	Telangana	11.9	15	NA	Yes	No
7/30/2021	Telangana	10.9	22	NA	No	Yes
7/31/2021	Telangana	14	21	W	Yes	No
08-01-2021	Telangana	9.4	19.2	NW	No	No
08-02-2021	Telangana	7.7	14.4	NW	No	Yes
08-03-2021	Telangana	8.2	16.2	SE	Yes	Yes
08-04-2021	Telangana	5.6	18.5	NW	Yes	No
08-05-2021	Telangana	5.7	17.5	NA	No	No
08-06-2021	Telangana	4.8	16.8	NW	No	No
08-07-2021	Telangana	6	17.2	SW	No	No
08-08-2021	Telangana	4.2	17.2	NW	No	No
08-09-2021	Telangana	3.8	19.5	NW	No	Yes
08-10-2021	Telangana	8.8	16.5	NE	Yes	Yes
08-11-2021	Telangana	11.9	18	NW	Yes	No
08-12-2021	Telangana	11.4	18	SW	No	No
8/13/2021	Telangana	7.6	18.2	NW	No	No
8/14/2021	Telangana	6.4	20.3	NW	No	No
8/15/2021	Telangana	7.2	20.2	NW	No	Yes
8/16/2021	Telangana	11.8	17.8	NW	Yes	No
8/17/2021	Telangana	5.8	17.2	NW	No	No
8/18/2021	Telangana	5	21.3	N	No	Yes
8/19/2021	Telangana	11	23.5	NE	Yes	No
8/20/2021	Telangana	10	20.4	NW	No	No
8/21/2021	Telangana	5.8	18	W	No	No
8/22/2021	Telangana	5.7	18.3	NW	No	Yes
8/23/2021	Telangana	9.7	13.5	NA	Yes	Yes
8/24/2021	Telangana	9.4	19.4	NW	Yes	No
8/25/2021	Telangana	10.8	19.2	NW	No	No
8/26/2021	Telangana	8.8	17.8	NW	No	No
8/27/2021	Telangana	10.2	18	NW	No	No
8/28/2021	Telangana	6	17.5	SW	No	No
8/29/2021	Telangana	6	19.2	NA	No	No
8/30/2021	Telangana	6.6	19	NW	No	No
8/31/2021	Telangana	6.7	22.9	NA	No	No
09-01-2021	Telangana	10.1	24.8	NA	No	Yes
09-02-2021	Telangana	14.4	27.5	NA	Yes	Yes
09-03-2021	Telangana	13.9	18.2	SE	Yes	Yes
09-04-2021	Telangana	15.3	20.8	NE	Yes	Yes
09-05-2021	Telangana	16	21.8	NW	Yes	No
09-06-2021	Telangana	9.8	21.2	NW	No	No
09-07-2021	Telangana	7.2	19.9	NW	No	No
09-08-2021	Telangana	6.7	17.4	NA	No	No
09-09-2021	Telangana	7.9	20	NA	No	Yes
09-10-2021	Telangana	11	24.5	NW	Yes	No
09-11-2021	Telangana	8.2	19.8	N	No	No
09-12-2021	Telangana	6.2	22	NA	No	No
9/13/2021	Telangana	12.6	24.8	NA	No	No
9/14/2021	Telangana	10.9	20.7	NA	No	Yes
9/15/2021	Telangana	12.2	22.2	SW	Yes	No
9/16/2021	Telangana	9.2	21.2	SW	No	No
9/17/2021	Telangana	7.2	19.8	W	No	No
9/18/2021	Telangana	10.9	23.5	NA	No	No
9/19/2021	Telangana	10	19.4	NA	No	No
9/20/2021	Telangana	12.4	20.2	SW	No	No
9/21/2021	Telangana	10.8	24.2	NA	No	No
9/22/2021	Telangana	12.5	22	NA	No	No
9/23/2021	Telangana	14.8	18.8	SE	No	No
9/24/2021	Telangana	11.6	26.7	NA	No	No
9/25/2021	Telangana	10	28	NW	No	No
9/26/2021	Telangana	9.2	24.5	NA	No	No
9/27/2021	Telangana	9.7	28.8	NE	No	No
9/28/2021	Telangana	13.2	27.5	NE	No	No
9/29/2021	Telangana	12.4	19.2	S	No	No
9/30/2021	Telangana	7.2	19	NA	No	No
10-01-2021	Telangana	8.2	21.2	SE	No	No
10-02-2021	Telangana	13.2	19.4	NE	No	Yes
10-03-2021	Telangana	14.3	20	NA	Yes	Yes
10-04-2021	Telangana	15.6	21.2	SE	Yes	Yes
10-05-2021	Telangana	15	23.5	NA	Yes	Yes
10-06-2021	Telangana	16.7	23.7	NA	Yes	No
10-07-2021	Telangana	13.8	25.5	NW	No	No
10-08-2021	Telangana	15.2	20	SE	No	Yes
10-09-2021	Telangana	14.6	NA	NA	Yes	No
10-10-2021	Telangana	10.9	NA	NA	No	No
10-11-2021	Telangana	10.9	NA	NA	No	No
10-12-2021	Telangana	10.9	NA	NA	No	No
10/13/2021	Telangana	10.9	NA	NA	No	No
10/14/2021	Telangana	10.9	NA	NA	No	No
10/15/2021	Telangana	10.9	NA	NA	No	No
10/16/2021	Telangana	10.9	NA	NA	No	No
10/17/2021	Telangana	10.9	NA	NA	No	No
10/18/2021	Telangana	10.9	NA	NA	No	No
10/19/2021	Telangana	10.9	NA	NA	No	No
10/20/2021	Telangana	10.9	NA	NA	No	No
10/21/2021	Telangana	10.9	NA	NA	No	No
10/22/2021	Telangana	10.9	NA	NA	No	NA
10/23/2021	Telangana	10.9	NA	NA	NA	NA
10/24/2021	Telangana	10.9	NA	NA	NA	NA
10/25/2021	Telangana	10.9	NA	NA	NA	NA
10/26/2021	Telangana	10.9	NA	NA	NA	NA
10/27/2021	Telangana	10.9	NA	NA	NA	NA
10/28/2021	Telangana	10.9	NA	NA	NA	Yes
10/29/2021	Telangana	10.9	23.5	NE	Yes	No
10/30/2021	Telangana	15.6	29	NA	No	No
10/31/2021	Telangana	18	30.2	NE	No	Yes
11-01-2021	Telangana	19.2	23	NA	Yes	Yes
11-02-2021	Telangana	11.5	20.5	NW	Yes	No
11-03-2021	Telangana	10.5	24.9	W	No	No
11-04-2021	Telangana	15.2	18.7	SE	No	Yes
11-05-2021	Telangana	13.6	17.8	SE	Yes	Yes
11-06-2021	Telangana	12.9	21.2	NA	Yes	No
11-07-2021	Telangana	11	22.7	NA	No	No
11-08-2021	Telangana	15.7	NA	NE	No	No
11-09-2021	Telangana	10.9	NA	NA	No	No
11-10-2021	Telangana	10.9	29.4	NA	No	Yes
11-11-2021	Telangana	17.2	28.2	NA	Yes	No
11-12-2021	Telangana	16.7	29.3	N	No	No
11/13/2021	Telangana	15.9	32.2	NE	No	No
11/14/2021	Telangana	21	31.8	NA	No	No
11/15/2021	Telangana	20.4	30.8	NE	No	Yes
11/16/2021	Telangana	18.2	22.8	NA	Yes	Yes
11/17/2021	Telangana	17.1	22.5	NA	Yes	Yes
11/18/2021	Telangana	16.2	23.7	NA	Yes	No
11/19/2021	Telangana	15.7	19.8	S	No	No
11/20/2021	Telangana	10.9	22.2	NA	No	No
11/21/2021	Telangana	14.2	24.4	N	No	No
11/22/2021	Telangana	15.5	26	NE	No	No
11/23/2021	Telangana	15.8	25.8	NE	No	No
11/24/2021	Telangana	16.4	28.4	NE	No	No
11/25/2021	Telangana	16.5	29.7	NE	No	No
11/26/2021	Telangana	16.5	30.2	NE	No	No
11/27/2021	Telangana	18	30.2	NA	No	No
11/28/2021	Telangana	19.8	27.3	N	No	No
11/29/2021	Telangana	17.8	24.5	SE	No	No
11/30/2021	Telangana	17.8	25.2	SE	No	Yes
12-01-2021	Telangana	18.7	22.8	NA	Yes	Yes
12-02-2021	Telangana	18	27.2	NE	Yes	No
12-03-2021	Telangana	19.3	28.8	NE	No	No
12-04-2021	Telangana	19.6	26.7	NA	No	No
12-05-2021	Telangana	20	28.2	NE	No	No
12-06-2021	Telangana	19.4	27	NE	No	No
12-07-2021	Telangana	19.5	27.2	NE	No	No
12-08-2021	Telangana	18.8	30.8	N	No	No
12-09-2021	Telangana	22.4	33.3	N	No	Yes
12-10-2021	Telangana	21.4	27.4	NW	Yes	No
12-11-2021	Telangana	17.7	26.4	NA	No	No
12-12-2021	Telangana	17	32.2	NW	No	No
12/13/2021	Telangana	18.8	26	S	No	No
12/14/2021	Telangana	18.5	26.5	SE	No	No
12/15/2021	Telangana	19.4	28.3	NA	No	No
12/16/2021	Telangana	19.5	28.8	NW	No	Yes
12/17/2021	Telangana	18.8	25.5	NA	Yes	No
12/18/2021	Telangana	19.2	24.7	NW	No	Yes
12/19/2021	Telangana	17	23.5	NA	Yes	No
12/20/2021	Telangana	10.8	NA	NW	No	No
12/21/2021	Telangana	10.9	28.7	NA	No	No
